mode,position,anchor,dropped_frames,frames
B2_frame_greedy_tau2.5_t1.3_g2,ID21,F,73,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID21,G,412,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID21,H,20,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID22,A,1180,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID22,C,13,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID22,D,9,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID22,E,58,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID22,F,44,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID22,G,915,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID22,H,8,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID23,A,119,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID23,B,1022,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID23,C,5,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID23,D,27,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID23,E,17,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID23,F,64,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID23,G,534,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID23,H,33,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID24,A,328,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID24,C,1142,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID24,D,60,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID24,E,542,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID24,F,37,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID24,G,1,1201
B2_frame_greedy_tau2.5_t1.3_g2,ID24,H,4,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID01,A,920,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID01,B,7,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID01,C,45,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID01,D,2,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID01,E,463,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID01,F,27,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID01,G,78,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID01,H,377,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID02,A,457,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID02,B,4,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID02,C,99,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID02,D,99,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID02,E,340,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID02,F,28,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID02,G,181,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID02,H,11,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID03,A,3,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID03,B,38,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID03,C,36,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID03,D,85,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID03,F,2,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID03,H,43,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID04,A,35,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID04,C,125,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID04,D,1,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID04,E,106,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID04,F,576,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID04,G,135,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID04,H,585,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID05,A,1089,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID05,B,2,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID05,C,19,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID05,D,109,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID05,F,30,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID05,G,852,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID05,H,19,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID06,A,700,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID06,B,77,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID06,C,1087,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID06,D,67,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID06,E,5,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID06,F,42,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID06,G,52,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID06,H,12,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID07,A,7,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID07,B,9,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID07,C,63,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID07,D,11,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID07,E,56,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID07,F,17,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID07,G,67,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID07,H,2,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID08,A,7,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID08,B,1123,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID08,C,779,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID08,D,3,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID08,E,86,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID08,F,12,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID08,G,45,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID08,H,28,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID09,A,24,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID09,B,2,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID09,C,3,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID09,D,358,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID09,E,90,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID09,F,434,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID09,G,135,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID09,H,31,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID10,A,18,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID10,B,34,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID10,C,36,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID10,D,36,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID10,E,110,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID10,F,552,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID10,G,866,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID10,H,62,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID11,A,7,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID11,B,31,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID11,C,1143,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID11,E,2,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID11,F,80,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID11,G,43,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID11,H,22,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID12,A,143,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID12,B,140,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID12,C,1153,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID12,D,3,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID12,E,303,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID12,F,84,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID12,G,54,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID12,H,31,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID13,A,87,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID13,B,9,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID13,C,312,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID13,D,85,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID13,E,51,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID13,F,274,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID13,G,64,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID13,H,26,1200
B2_frame_greedy_tau2.5_t1.3_g3,ID14,A,23,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID14,B,133,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID14,C,44,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID14,D,28,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID14,E,902,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID14,F,39,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID14,G,606,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID14,H,4,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID15,A,166,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID15,C,259,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID15,D,10,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID15,E,129,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID15,F,24,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID15,G,284,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID15,H,7,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID16,A,105,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID16,B,120,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID16,C,50,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID16,D,12,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID16,E,364,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID16,F,157,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID16,G,601,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID16,H,7,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID17,A,156,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID17,B,101,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID17,C,2,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID17,D,94,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID17,E,38,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID17,F,37,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID17,G,31,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID17,H,3,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID18,A,667,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID18,B,67,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID18,C,24,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID18,D,97,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID18,E,28,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID18,F,51,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID18,G,214,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID18,H,67,1199
B2_frame_greedy_tau2.5_t1.3_g3,ID19,B,66,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID19,D,3,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID19,E,842,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID19,G,888,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID19,H,1,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID20,A,4,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID20,B,4,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID20,C,5,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID20,D,30,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID20,E,9,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID20,F,529,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID20,G,3,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID20,H,463,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID21,A,27,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID21,B,28,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID21,C,4,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID21,D,978,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID21,E,130,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID21,F,73,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID21,G,412,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID21,H,20,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID22,A,1180,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID22,C,13,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID22,D,9,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID22,E,58,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID22,F,44,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID22,G,915,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID22,H,8,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID23,A,119,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID23,B,1022,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID23,C,5,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID23,D,27,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID23,E,17,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID23,F,64,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID23,G,534,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID23,H,33,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID24,A,328,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID24,C,1142,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID24,D,60,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID24,E,542,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID24,F,37,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID24,G,1,1201
B2_frame_greedy_tau2.5_t1.3_g3,ID24,H,4,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID01,A,661,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID01,B,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID01,C,26,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID01,E,412,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID01,F,18,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID01,G,78,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID01,H,190,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID02,A,178,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID02,C,39,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID02,D,22,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID02,E,105,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID02,F,21,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID02,G,80,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID02,H,3,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID03,B,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID03,C,6,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID03,D,44,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID03,H,34,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID04,A,30,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID04,C,59,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID04,E,28,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID04,F,294,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID04,G,65,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID04,H,284,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID05,A,957,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID05,B,1,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID05,C,6,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID05,D,68,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID05,F,7,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID05,G,659,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID05,H,9,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID06,A,560,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID06,B,74,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID06,C,968,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID06,D,58,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID06,E,5,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID06,F,26,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID06,G,30,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID06,H,9,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID07,A,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID07,C,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID07,D,1,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID07,E,3,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID07,F,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID07,G,67,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID07,H,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID08,A,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID08,B,929,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID08,C,561,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID08,D,1,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID08,E,40,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID08,F,4,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID08,G,24,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID08,H,17,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID09,A,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID09,B,1,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID09,C,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID09,D,123,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID09,E,10,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID09,F,216,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID09,G,25,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID09,H,17,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID10,A,9,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID10,B,10,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID10,C,19,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID10,D,11,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID10,E,58,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID10,F,424,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID10,G,726,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID10,H,29,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID11,A,4,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID11,B,19,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID11,C,1053,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID11,E,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID11,F,53,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID11,G,42,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID11,H,15,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID12,A,96,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID12,B,56,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID12,C,989,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID12,D,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID12,E,186,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID12,F,40,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID12,G,45,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID12,H,13,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID13,A,16,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID13,B,2,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID13,C,132,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID13,D,36,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID13,E,20,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID13,F,160,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID13,G,50,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID13,H,10,1200
B2_frame_greedy_tau2.5_t1.5_g1.5,ID14,A,9,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID14,B,35,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID14,C,16,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID14,D,3,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID14,E,437,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID14,F,29,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID14,G,287,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID14,H,1,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID15,A,43,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID15,C,141,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID15,D,1,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID15,E,25,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID15,F,17,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID15,G,170,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID15,H,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID16,A,49,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID16,B,42,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID16,C,10,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID16,D,1,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID16,E,136,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID16,F,71,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID16,G,362,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID16,H,3,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID17,A,32,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID17,B,26,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID17,D,13,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID17,E,4,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID17,F,20,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID17,G,30,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID18,A,332,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID18,B,11,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID18,C,10,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID18,D,31,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID18,E,8,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID18,F,40,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID18,G,108,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID18,H,18,1199
B2_frame_greedy_tau2.5_t1.5_g1.5,ID19,B,22,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID19,E,179,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID19,G,229,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID20,A,1,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID20,B,1,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID20,C,1,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID20,D,13,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID20,E,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID20,F,195,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID20,G,1,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID20,H,133,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID21,A,9,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID21,B,15,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID21,C,2,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID21,D,739,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID21,E,69,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID21,F,40,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID21,G,217,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID21,H,8,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID22,A,1081,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID22,C,7,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID22,D,5,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID22,E,49,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID22,F,18,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID22,G,783,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID22,H,4,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID23,A,80,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID23,B,842,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID23,C,4,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID23,D,15,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID23,E,4,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID23,F,23,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID23,G,343,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID23,H,14,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID24,A,221,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID24,C,1124,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID24,D,25,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID24,E,372,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID24,F,18,1201
B2_frame_greedy_tau2.5_t1.5_g1.5,ID24,H,1,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID01,A,661,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID01,B,2,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID01,C,26,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID01,E,412,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID01,F,18,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID01,G,78,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID01,H,190,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID02,A,178,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID02,C,40,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID02,D,23,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID02,E,105,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID02,F,21,1201
B2_frame_greedy_tau2.5_t1.5_g2,ID02,G,80,1201
