method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
B1_session_t1.5_g3,anchor_only_3d_rigid,ID10,53.621533317221974,185.28450386530267,-978.1488990358828,-11.877711682778028,-53.36522613469734,-39.95547903588283,41.683573980719004,53.36522613469734,67.71534316691792
B1_session_t1.5_g3,anchor_only_3d_rigid,ID11,-94.12281140429582,1114.8911003282997,-945.5436664808833,-30.217016904295818,-18.60874967170048,11.446628519116643,32.31243437206726,18.60874967170048,37.287785927742696
B1_session_t1.5_g3,anchor_only_3d_rigid,ID12,0.16953071591296975,1589.9288433055797,-933.249626819715,43.85821521591297,-0.2012066944205344,23.10791318028498,49.573366775648076,0.2012066944205344,49.57377509940924
B1_session_t1.5_g3,anchor_only_3d_rigid,ID13,-197.40218440518584,1092.023935409261,-184.1243480476487,-7.774029405185843,-47.0736645907391,13.841811952351293,15.875493419637364,47.0736645907391,49.678578777158606
B1_session_t1.5_g3,anchor_only_3d_rigid,ID14,-189.32738282126047,1044.9153481129347,-167.8591825550925,9.367937178739538,-87.7124518870653,26.831402444907496,28.41975376644559,87.7124518870653,92.2017170132213
B1_session_t1.5_g3,anchor_only_3d_rigid,ID15,-201.69007015915452,1087.8700640019329,-192.76541621379783,-1.5247351591545169,-44.385035998067224,-8.452831213797822,8.589247512705446,44.385035998067224,45.2084792199897
B1_session_t1.5_g3,anchor_only_3d_rigid,ID16,-193.68334691159055,1086.4027180468067,-183.01436755150598,-8.82869191159054,-35.654481953193226,2.7657874484940237,9.251777184953779,35.654481953193226,36.83527472994619
B1_session_t1.5_g3,anchor_only_3d_rigid,ID17,-175.59742103389442,252.85668607842769,-306.4552042525054,4.800978966105589,43.39803107842769,21.748030747494624,22.271646558504827,43.39803107842769,48.77925114135247
B1_session_t1.5_g3,anchor_only_3d_rigid,ID18,-330.88593292811186,272.0475452981307,-250.19568842606282,-35.46163292811184,65.14169529813068,-26.194278426062823,44.08704608147666,65.14169529813068,78.65817248388592
B1_session_t1.5_g3,anchor_only_3d_rigid,ID19,-213.65209535890062,204.43994332732666,-103.37943155929088,-25.12154035890063,-1.5206266726733304,10.755663440709128,27.32720413898356,1.5206266726733304,27.36947919729796
B1_session_t1.5_g3,anchor_only_3d_rigid,ID20,-59.430362050179724,208.58564089617786,-243.77892187683074,20.765629449820267,6.025510896177877,-23.08625687683073,31.051354608619846,6.025510896177877,31.63057705117337
B1_session_t1.5_g3,anchor_only_3d_rigid,ID21,-212.173354480532,1598.8530945244938,-211.77100341284768,-0.11988948053200943,0.20879452449389646,15.163741587152316,15.164215522389375,0.20879452449389646,15.165652889438473
B1_session_t1.5_g3,anchor_only_3d_rigid,ID22,-299.5726042882127,1454.9622152610077,-301.04601818681294,-66.73493428821268,-144.35898473899238,-65.87193818681294,93.76920440602751,144.35898473899238,172.1400016550831
B1_session_t1.5_g3,anchor_only_3d_rigid,ID23,-215.24250215269012,1617.586887391518,-242.44278588376824,15.634827847309879,17.922637391518265,-19.201305883768242,24.761623320312612,17.922637391518265,30.567285135008277
B1_session_t1.5_g3,anchor_only_3d_rigid,ID24,-202.50575017791766,1516.330232722617,-203.34210256800293,15.69672482208233,-83.25126727738302,22.729072431997082,27.622416689333054,83.25126727738302,87.71414599167805
B1_session_t2_g1.5,anchor_only_3d_rigid,ID01,-472.2612193107343,137.51398313380128,-351.45751586265965,69.95412503860666,-45.02881745027804,31.86654506777228,76.87038639471885,45.02881745027804,89.0878819225367
B1_session_t2_g1.5,anchor_only_3d_rigid,ID02,-539.5926330339187,1084.7237335352702,-202.30766600550965,3.6373469660812816,-20.865266464729757,57.61369399449035,57.728398805461715,20.865266464729757,61.38344543349298
B1_session_t2_g1.5,anchor_only_3d_rigid,ID03,-554.5712566486636,1700.7232346579362,-221.11203005261768,-0.5683866486635907,75.16178465793632,35.18306994738231,35.18766082456711,75.16178465793632,82.99075458911533
B1_session_t2_g1.5,anchor_only_3d_rigid,ID04,-285.376430039413,60.15008533869147,477.89006510277363,35.802384960587005,-122.01370466130854,-2.0437548972263926,35.86067069849647,122.01370466130854,127.17441499029208
B1_session_t2_g1.5,anchor_only_3d_rigid,ID05,-190.05360436091462,1140.5182346749941,506.0029935540176,-5.071714563982226,36.93161811541722,32.29896462006832,32.69473052568157,36.93161811541722,49.32433294804855
B1_session_t2_g1.5,anchor_only_3d_rigid,ID06,-185.34181566915368,1679.364499777285,497.52648455477834,7.889439330846329,-5.588050222715083,21.003504554778317,22.436364601639422,5.588050222715083,23.1217811128227
B1_session_t2_g1.5,anchor_only_3d_rigid,ID07,269.34309357426923,125.96975838157482,41.66407960690958,-82.80445642573079,-85.59559661842519,-12.131786393090415,83.68845944960586,85.59559661842519,119.70950006374801
B1_session_t2_g1.5,anchor_only_3d_rigid,ID08,391.5894009990784,1204.8853047855237,-96.67582200693073,-0.3111390009215711,72.60490478552356,-25.14389300693074,25.145818002639622,72.60490478552356,76.836087627734
B1_session_t2_g1.5,anchor_only_3d_rigid,ID09,407.6695198712507,1544.6427672251084,-27.284083516824012,-1.1404201287492697,-23.542582774891798,35.14170498317599,35.16020459546037,23.542582774891798,42.31421972466543
B1_session_t2_g1.5,anchor_only_3d_rigid,ID10,53.621533317221974,185.28450386530267,-978.1488990358828,-11.877711682778028,-53.36522613469734,-39.95547903588283,41.683573980719004,53.36522613469734,67.71534316691792
B1_session_t2_g1.5,anchor_only_3d_rigid,ID11,-94.12281140429582,1114.8911003282997,-945.5436664808833,-30.217016904295818,-18.60874967170048,11.446628519116643,32.31243437206726,18.60874967170048,37.287785927742696
B1_session_t2_g1.5,anchor_only_3d_rigid,ID12,0.16953071591296975,1589.9288433055797,-933.249626819715,43.85821521591297,-0.2012066944205344,23.10791318028498,49.573366775648076,0.2012066944205344,49.57377509940924
B1_session_t2_g1.5,anchor_only_3d_rigid,ID13,-197.40218440518584,1092.023935409261,-184.1243480476487,-7.774029405185843,-47.0736645907391,13.841811952351293,15.875493419637364,47.0736645907391,49.678578777158606
B1_session_t2_g1.5,anchor_only_3d_rigid,ID14,-189.32738282126047,1044.9153481129347,-167.8591825550925,9.367937178739538,-87.7124518870653,26.831402444907496,28.41975376644559,87.7124518870653,92.2017170132213
B1_session_t2_g1.5,anchor_only_3d_rigid,ID15,-201.69007015915452,1087.8700640019329,-192.76541621379783,-1.5247351591545169,-44.385035998067224,-8.452831213797822,8.589247512705446,44.385035998067224,45.2084792199897
B1_session_t2_g1.5,anchor_only_3d_rigid,ID16,-193.68334691159055,1086.4027180468067,-183.01436755150598,-8.82869191159054,-35.654481953193226,2.7657874484940237,9.251777184953779,35.654481953193226,36.83527472994619
B1_session_t2_g1.5,anchor_only_3d_rigid,ID17,-175.59742103389442,252.85668607842769,-306.4552042525054,4.800978966105589,43.39803107842769,21.748030747494624,22.271646558504827,43.39803107842769,48.77925114135247
B1_session_t2_g1.5,anchor_only_3d_rigid,ID18,-330.88593292811186,272.0475452981307,-250.19568842606282,-35.46163292811184,65.14169529813068,-26.194278426062823,44.08704608147666,65.14169529813068,78.65817248388592
B1_session_t2_g1.5,anchor_only_3d_rigid,ID19,-213.65209535890062,204.43994332732666,-103.37943155929088,-25.12154035890063,-1.5206266726733304,10.755663440709128,27.32720413898356,1.5206266726733304,27.36947919729796
B1_session_t2_g1.5,anchor_only_3d_rigid,ID20,-59.430362050179724,208.58564089617786,-243.77892187683074,20.765629449820267,6.025510896177877,-23.08625687683073,31.051354608619846,6.025510896177877,31.63057705117337
B1_session_t2_g1.5,anchor_only_3d_rigid,ID21,-212.173354480532,1598.8530945244938,-211.77100341284768,-0.11988948053200943,0.20879452449389646,15.163741587152316,15.164215522389375,0.20879452449389646,15.165652889438473
B1_session_t2_g1.5,anchor_only_3d_rigid,ID22,-219.12051167741117,1539.0192808201584,-229.5748411310144,13.71715832258883,-60.30191917984166,5.599238868985594,14.815934272226206,60.30191917984166,62.095357033606646
B1_session_t2_g1.5,anchor_only_3d_rigid,ID23,-215.24250215269012,1617.586887391518,-242.44278588376824,15.634827847309879,17.922637391518265,-19.201305883768242,24.761623320312612,17.922637391518265,30.567285135008277
B1_session_t2_g1.5,anchor_only_3d_rigid,ID24,-202.50575017791766,1516.330232722617,-203.34210256800293,15.69672482208233,-83.25126727738302,22.729072431997082,27.622416689333054,83.25126727738302,87.71414599167805
B1_session_t2_g2,anchor_only_3d_rigid,ID01,-472.2612193107343,137.51398313380128,-351.45751586265965,69.95412503860666,-45.02881745027804,31.86654506777228,76.87038639471885,45.02881745027804,89.0878819225367
B1_session_t2_g2,anchor_only_3d_rigid,ID02,-539.5926330339187,1084.7237335352702,-202.30766600550965,3.6373469660812816,-20.865266464729757,57.61369399449035,57.728398805461715,20.865266464729757,61.38344543349298
B1_session_t2_g2,anchor_only_3d_rigid,ID03,-554.5712566486636,1700.7232346579362,-221.11203005261768,-0.5683866486635907,75.16178465793632,35.18306994738231,35.18766082456711,75.16178465793632,82.99075458911533
B1_session_t2_g2,anchor_only_3d_rigid,ID04,-285.376430039413,60.15008533869147,477.89006510277363,35.802384960587005,-122.01370466130854,-2.0437548972263926,35.86067069849647,122.01370466130854,127.17441499029208
B1_session_t2_g2,anchor_only_3d_rigid,ID05,-190.05360436091462,1140.5182346749941,506.0029935540176,-5.071714563982226,36.93161811541722,32.29896462006832,32.69473052568157,36.93161811541722,49.32433294804855
B1_session_t2_g2,anchor_only_3d_rigid,ID06,-185.34181566915368,1679.364499777285,497.52648455477834,7.889439330846329,-5.588050222715083,21.003504554778317,22.436364601639422,5.588050222715083,23.1217811128227
B1_session_t2_g2,anchor_only_3d_rigid,ID07,269.34309357426923,125.96975838157482,41.66407960690958,-82.80445642573079,-85.59559661842519,-12.131786393090415,83.68845944960586,85.59559661842519,119.70950006374801
B1_session_t2_g2,anchor_only_3d_rigid,ID08,391.5894009990784,1204.8853047855237,-96.67582200693073,-0.3111390009215711,72.60490478552356,-25.14389300693074,25.145818002639622,72.60490478552356,76.836087627734
B1_session_t2_g2,anchor_only_3d_rigid,ID09,407.6695198712507,1544.6427672251084,-27.284083516824012,-1.1404201287492697,-23.542582774891798,35.14170498317599,35.16020459546037,23.542582774891798,42.31421972466543
B1_session_t2_g2,anchor_only_3d_rigid,ID10,53.621533317221974,185.28450386530267,-978.1488990358828,-11.877711682778028,-53.36522613469734,-39.95547903588283,41.683573980719004,53.36522613469734,67.71534316691792
B1_session_t2_g2,anchor_only_3d_rigid,ID11,-94.12281140429582,1114.8911003282997,-945.5436664808833,-30.217016904295818,-18.60874967170048,11.446628519116643,32.31243437206726,18.60874967170048,37.287785927742696
B1_session_t2_g2,anchor_only_3d_rigid,ID12,0.16953071591296975,1589.9288433055797,-933.249626819715,43.85821521591297,-0.2012066944205344,23.10791318028498,49.573366775648076,0.2012066944205344,49.57377509940924
B1_session_t2_g2,anchor_only_3d_rigid,ID13,-197.40218440518584,1092.023935409261,-184.1243480476487,-7.774029405185843,-47.0736645907391,13.841811952351293,15.875493419637364,47.0736645907391,49.678578777158606
B1_session_t2_g2,anchor_only_3d_rigid,ID14,-189.32738282126047,1044.9153481129347,-167.8591825550925,9.367937178739538,-87.7124518870653,26.831402444907496,28.41975376644559,87.7124518870653,92.2017170132213
B1_session_t2_g2,anchor_only_3d_rigid,ID15,-201.69007015915452,1087.8700640019329,-192.76541621379783,-1.5247351591545169,-44.385035998067224,-8.452831213797822,8.589247512705446,44.385035998067224,45.2084792199897
B1_session_t2_g2,anchor_only_3d_rigid,ID16,-193.68334691159055,1086.4027180468067,-183.01436755150598,-8.82869191159054,-35.654481953193226,2.7657874484940237,9.251777184953779,35.654481953193226,36.83527472994619
B1_session_t2_g2,anchor_only_3d_rigid,ID17,-175.59742103389442,252.85668607842769,-306.4552042525054,4.800978966105589,43.39803107842769,21.748030747494624,22.271646558504827,43.39803107842769,48.77925114135247
B1_session_t2_g2,anchor_only_3d_rigid,ID18,-330.88593292811186,272.0475452981307,-250.19568842606282,-35.46163292811184,65.14169529813068,-26.194278426062823,44.08704608147666,65.14169529813068,78.65817248388592
B1_session_t2_g2,anchor_only_3d_rigid,ID19,-213.65209535890062,204.43994332732666,-103.37943155929088,-25.12154035890063,-1.5206266726733304,10.755663440709128,27.32720413898356,1.5206266726733304,27.36947919729796
B1_session_t2_g2,anchor_only_3d_rigid,ID20,-59.430362050179724,208.58564089617786,-243.77892187683074,20.765629449820267,6.025510896177877,-23.08625687683073,31.051354608619846,6.025510896177877,31.63057705117337
B1_session_t2_g2,anchor_only_3d_rigid,ID21,-212.173354480532,1598.8530945244938,-211.77100341284768,-0.11988948053200943,0.20879452449389646,15.163741587152316,15.164215522389375,0.20879452449389646,15.165652889438473
B1_session_t2_g2,anchor_only_3d_rigid,ID22,-219.12051167741117,1539.0192808201584,-229.5748411310144,13.71715832258883,-60.30191917984166,5.599238868985594,14.815934272226206,60.30191917984166,62.095357033606646
B1_session_t2_g2,anchor_only_3d_rigid,ID23,-215.24250215269012,1617.586887391518,-242.44278588376824,15.634827847309879,17.922637391518265,-19.201305883768242,24.761623320312612,17.922637391518265,30.567285135008277
B1_session_t2_g2,anchor_only_3d_rigid,ID24,-202.50575017791766,1516.330232722617,-203.34210256800293,15.69672482208233,-83.25126727738302,22.729072431997082,27.622416689333054,83.25126727738302,87.71414599167805
B1_session_t2_g3,anchor_only_3d_rigid,ID01,-472.2612193107343,137.51398313380128,-351.45751586265965,69.95412503860666,-45.02881745027804,31.86654506777228,76.87038639471885,45.02881745027804,89.0878819225367
B1_session_t2_g3,anchor_only_3d_rigid,ID02,-539.5926330339187,1084.7237335352702,-202.30766600550965,3.6373469660812816,-20.865266464729757,57.61369399449035,57.728398805461715,20.865266464729757,61.38344543349298
B1_session_t2_g3,anchor_only_3d_rigid,ID03,-554.5712566486636,1700.7232346579362,-221.11203005261768,-0.5683866486635907,75.16178465793632,35.18306994738231,35.18766082456711,75.16178465793632,82.99075458911533
B1_session_t2_g3,anchor_only_3d_rigid,ID04,-285.376430039413,60.15008533869147,477.89006510277363,35.802384960587005,-122.01370466130854,-2.0437548972263926,35.86067069849647,122.01370466130854,127.17441499029208
B1_session_t2_g3,anchor_only_3d_rigid,ID05,-190.05360436091462,1140.5182346749941,506.0029935540176,-5.071714563982226,36.93161811541722,32.29896462006832,32.69473052568157,36.93161811541722,49.32433294804855
B1_session_t2_g3,anchor_only_3d_rigid,ID06,-185.34181566915368,1679.364499777285,497.52648455477834,7.889439330846329,-5.588050222715083,21.003504554778317,22.436364601639422,5.588050222715083,23.1217811128227
B1_session_t2_g3,anchor_only_3d_rigid,ID07,269.34309357426923,125.96975838157482,41.66407960690958,-82.80445642573079,-85.59559661842519,-12.131786393090415,83.68845944960586,85.59559661842519,119.70950006374801
B1_session_t2_g3,anchor_only_3d_rigid,ID08,391.5894009990784,1204.8853047855237,-96.67582200693073,-0.3111390009215711,72.60490478552356,-25.14389300693074,25.145818002639622,72.60490478552356,76.836087627734
B1_session_t2_g3,anchor_only_3d_rigid,ID09,407.6695198712507,1544.6427672251084,-27.284083516824012,-1.1404201287492697,-23.542582774891798,35.14170498317599,35.16020459546037,23.542582774891798,42.31421972466543
B1_session_t2_g3,anchor_only_3d_rigid,ID10,53.621533317221974,185.28450386530267,-978.1488990358828,-11.877711682778028,-53.36522613469734,-39.95547903588283,41.683573980719004,53.36522613469734,67.71534316691792
B1_session_t2_g3,anchor_only_3d_rigid,ID11,-94.12281140429582,1114.8911003282997,-945.5436664808833,-30.217016904295818,-18.60874967170048,11.446628519116643,32.31243437206726,18.60874967170048,37.287785927742696
B1_session_t2_g3,anchor_only_3d_rigid,ID12,0.16953071591296975,1589.9288433055797,-933.249626819715,43.85821521591297,-0.2012066944205344,23.10791318028498,49.573366775648076,0.2012066944205344,49.57377509940924
B1_session_t2_g3,anchor_only_3d_rigid,ID13,-197.40218440518584,1092.023935409261,-184.1243480476487,-7.774029405185843,-47.0736645907391,13.841811952351293,15.875493419637364,47.0736645907391,49.678578777158606
B1_session_t2_g3,anchor_only_3d_rigid,ID14,-189.32738282126047,1044.9153481129347,-167.8591825550925,9.367937178739538,-87.7124518870653,26.831402444907496,28.41975376644559,87.7124518870653,92.2017170132213
B1_session_t2_g3,anchor_only_3d_rigid,ID15,-201.69007015915452,1087.8700640019329,-192.76541621379783,-1.5247351591545169,-44.385035998067224,-8.452831213797822,8.589247512705446,44.385035998067224,45.2084792199897
B1_session_t2_g3,anchor_only_3d_rigid,ID16,-193.68334691159055,1086.4027180468067,-183.01436755150598,-8.82869191159054,-35.654481953193226,2.7657874484940237,9.251777184953779,35.654481953193226,36.83527472994619
B1_session_t2_g3,anchor_only_3d_rigid,ID17,-175.59742103389442,252.85668607842769,-306.4552042525054,4.800978966105589,43.39803107842769,21.748030747494624,22.271646558504827,43.39803107842769,48.77925114135247
