experiment,layout_solver,layout_variant,delay_mode,scale_mode,scale_factor,scale_source,alignment_frame,tag_method,ID,capture,location,height,facing,frames_input,frames_solved,solve_fraction,point_estimator,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,tag_truth_source,tag_truth_corrected,d3_std_mm,d3_p95_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge8_anchors_input
align_to_vicon,v3-lite,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,median,-177.3845196367989,1358.405817643744,-167.66037045956452,-200.165335,1132.2551,-184.312585,22.7808153632011,226.15071764374397,16.652214540435494,227.90438540864756,28.218111164869814,226.15071764374397,motive_iantenna,False,57.56472926396619,99.08962565209492,132.98419917858277,256.93065658870285,8.0,8.0,95.58701082431307
align_to_vicon,v3-lite,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,median,-188.69820891162385,1419.2105855193213,-124.56526537956614,-184.85465499999998,1122.0572,-185.78015499999998,-3.8435539116238715,297.1533855193213,61.21488962043384,303.41748490076816,61.335435254944244,297.1533855193213,motive_iantenna,False,49.03678391288622,88.07789975779039,148.1140035706158,278.3608686498107,8.0,8.0,89.75853455453789
align_to_vicon,v3-lite,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,median,-199.14765093619937,-67.88035004234172,-312.8487527202695,-180.39839999999998,209.45865500000002,-328.203235,-18.749250936199388,-277.33900504234174,15.354482279730519,278.3957942473686,24.23416053316335,277.33900504234174,motive_iantenna,False,59.77817683910014,118.11534205719845,92.80181807491576,125.09963836601482,8.0,8.0,92.49374478732277
align_to_vicon,v3-lite,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,1199,1199,1.0,median,-346.985014833783,30.84078385081109,-269.3507060180089,-295.4243,206.90585,-224.00141000000002,-51.56071483378298,-176.0650661491889,-45.349296018008886,188.98141041281798,68.66633792113633,176.0650661491889,motive_iantenna,False,62.4706184836602,114.88066523339825,89.63425746075801,141.66602362132357,8.0,8.0,92.91075896580485
align_to_vicon,v3-lite,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,1201,1201,1.0,median,-219.45747341985367,-309.4667786648896,-17.525324072025267,-188.530555,205.96057000000002,-114.135095,-30.926918419853678,-515.4273486648897,96.60977092797474,525.3144523744057,101.43925335738643,515.4273486648897,motive_iantenna,False,69.93806412308587,171.220938570099,174.06100363647184,207.36007165500467,8.0,8.0,89.84179850124896
align_to_vicon,v3-lite,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,1201,1201,1.0,median,1.2107384914675001,-239.19182546538667,-196.50970780519853,-80.19599149999999,202.56013000000002,-220.692665,81.40672999146749,-441.7519554653867,24.182957194801475,449.8407065440858,84.92273609928787,441.7519554653867,motive_iantenna,False,98.97845729940194,173.7722172397607,143.8299431776456,197.35814285289922,8.0,8.0,91.42381348875936
align_to_vicon,v3-lite,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,1201,1201,1.0,median,-276.6774078332637,1950.0549787342468,-229.7617557318649,-212.053465,1598.6443,-226.93474500000002,-64.62394283326373,351.41067873424686,-2.827010731864874,357.3145828334733,64.6857478660873,351.41067873424686,motive_iantenna,False,68.95193530465656,133.1474098682578,112.45226466847504,203.44466988099305,8.0,8.0,91.3405495420483
align_to_vicon,v3-lite,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,1201,1201,1.0,median,-179.45974211201107,1865.645329771637,-208.97918410666182,-232.83767,1599.3211999999999,-235.17408,53.37792788798893,266.3241297716372,26.194895893338185,272.8807758987394,59.45902586216976,266.3241297716372,motive_iantenna,False,60.91561870549911,103.74570910908585,143.3028839542821,218.83056424428838,8.0,8.0,92.67277268942547
align_to_vicon,v3-lite,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,1201,1201,1.0,median,-226.00482103151256,1989.319665942306,-319.1044850251546,-230.87733,1599.6642499999998,-223.24148,4.872508968487438,389.65541594230626,-95.86300502515459,401.3038751984243,95.986754690951,389.65541594230626,motive_iantenna,False,77.27762020122337,143.05671007994732,108.91988651580813,171.59738052696417,8.0,8.0,93.75520399666945
align_to_vicon,v3-lite,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,1201,1201,1.0,median,-267.715168723081,2114.404783326933,-314.497658119424,-218.202475,1599.5815,-226.071175,-49.512693723080986,514.8232833269328,-88.42648311942398,524.7034999045735,101.34470759040848,514.8232833269328,motive_iantenna,False,81.17120236703758,165.40645657220887,151.97116793072695,197.38128512196315,8.0,8.0,92.5895087427144
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,1201,1201,1.0,median,-538.4431417312896,-161.46340537625088,-331.25302311355034,-542.215344349341,182.54280058407934,-383.3240609304319,3.772202618051324,-344.00620596033025,52.071037816881585,347.945243150614,52.207494595304475,344.00620596033025,reconstructed_from_relabelled_balls,True,71.99138308045107,135.13043570612123,107.72468316257824,172.80595762835043,8.0,8.0,91.75686927560366
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,median,-647.2774387217469,1367.8838283188625,-202.0745018231893,-543.22998,1105.589,-259.92136,-104.04745872174692,262.2948283188625,57.846858176810684,288.04636715328184,119.04676672376146,262.2948283188625,motive_iantenna,False,55.31782320999081,97.27338540644097,136.65653775694582,217.11250620305464,8.0,8.0,95.67027477102414
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,1201,1201,1.0,median,-622.64891433082,2172.6534446946025,-264.94639652815766,-554.00287,1625.5614500000001,-256.2951,-68.64604433082002,547.0919946946024,-8.651296528157673,551.4497030489779,69.18904778855553,547.0919946946024,motive_iantenna,False,52.293611521087705,96.13573242050663,141.9357511953789,200.22182848630453,8.0,8.0,92.2564529558701
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,1201,1201,1.0,median,-200.06304282398298,-246.93966950573477,591.6840232424574,-321.178815,182.16379,479.93381999999997,121.115772176017,-429.1034595057348,111.75020324245747,459.6595665863087,164.7942298580973,429.1034595057348,motive_iantenna,False,77.44625128639453,164.46026592016844,115.90743645506646,138.14218668524472,8.0,8.0,93.83846794338052
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,median,-147.46008790593504,1303.7627052546961,629.2823453879122,-184.9818897969324,1103.5866165595767,473.70402893394925,37.52180189099735,200.17608869511946,155.57831645396294,256.28687959603593,160.0390520085541,200.17608869511946,reconstructed_from_relabelled_balls,True,63.6316493336345,110.36197556604634,208.67868128592056,292.8727101405626,8.0,8.0,91.5
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,median,-146.59382514033152,2095.6406914742206,543.8105338258674,-193.231255,1684.95255,476.52297999999996,46.63742985966849,410.68814147422063,67.28755382586746,418.76892710817737,81.86980373608152,410.68814147422063,motive_iantenna,False,58.25224664035127,107.15396010419181,120.01283077675504,181.23388278089186,8.0,8.0,92.83930058284763
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,median,362.8455389887737,-200.37829747333842,123.97788851638204,352.14755,211.565355,53.795866000000004,10.697988988773659,-411.94365247333843,70.18202251638203,418.01619115288884,70.99269858861457,411.94365247333843,motive_iantenna,False,76.50017385799423,150.14937628369952,89.0116748909065,176.34250666136623,8.0,8.0,90.84096586178185
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,median,576.1392076211507,1376.2138904171115,-62.362055671000654,391.90054,1132.2804,-71.53192899999999,184.23866762115074,243.93349041711144,9.169873328999337,305.82923498377613,184.4667266031648,243.93349041711144,motive_iantenna,False,96.05887144793502,159.54326074947454,158.14954420777127,211.73846789430976,8.0,8.0,90.25811823480433
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,median,384.32301175511435,1932.3073051276608,2.556166512654678,408.80994,1568.1853500000002,-62.425788499999996,-24.486928244885632,364.1219551276606,64.98195501265468,370.68458605413707,69.44252394705174,364.1219551276606,motive_iantenna,False,79.51003490151012,137.80876919087373,139.85315347038764,248.29328415901713,8.0,8.0,93.42214820982515
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,median,74.81414890718032,-34.029369156583904,-1090.8804636494292,65.499245,238.64973,-938.19342,9.314903907180323,-272.6790991565839,-152.68704364942926,312.65634784863846,152.9709146642025,272.6790991565839,motive_iantenna,False,61.66283267665168,104.95875861861846,120.50107690187643,155.35397029002814,8.0,8.0,90.75770191507078
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,median,-184.46797791979517,1349.794006195378,-1109.720523683351,-63.9057945,1133.4998500000002,-956.9902950000001,-120.56218341979518,216.2941561953778,-152.73022868335102,290.93800856692394,194.58099296852464,216.2941561953778,motive_iantenna,False,96.3668071225455,204.079137661848,173.9310658351153,247.14138739943257,8.0,8.0,91.84013322231473
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,1201,1201,1.0,median,11.16614039258746,1945.8265488072034,-1062.3518504092845,-43.6886845,1590.1300500000002,-956.35754,54.85482489258746,355.69649880720317,-105.99431040928448,375.18508088254106,119.34758335691673,355.69649880720317,motive_iantenna,False,58.732080295978854,111.15605009704464,100.8224695955788,181.1635514446269,8.0,8.0,91.3405495420483
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,1200,1200,1.0,median,-155.97852778617136,1391.6162509628498,-132.7610868159768,-189.628155,1139.0976,-197.96616,33.64962721382864,252.51865096284973,65.2050731840232,262.9632447028691,73.37573836469014,252.51865096284973,motive_iantenna,False,49.65557122989699,86.5370796957072,146.2798130131598,235.7993323333587,8.0,8.0,91.66666666666666
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,1201,1201,1.0,median,-184.0631144309647,1354.4516648602075,-122.24430213349777,-198.69532,1132.6278,-194.690585,14.632205569035307,221.82386486020755,72.44628286650223,233.81272925678658,73.90916953252663,221.82386486020755,motive_iantenna,False,48.542189526371864,83.05752262103985,132.89885957744124,253.77415139819664,8.0,8.0,91.9233971690258
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,median,-177.3845196367989,1358.405817643744,-167.66037045956452,-200.165335,1132.2551,-184.312585,22.7808153632011,226.15071764374397,16.652214540435494,227.90438540864756,28.218111164869814,226.15071764374397,motive_iantenna,False,57.56472926396619,99.08962565209492,132.98419917858277,256.93065658870285,8.0,8.0,95.58701082431307
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,median,-188.69820891162385,1419.2105855193213,-124.56526537956614,-184.85465499999998,1122.0572,-185.78015499999998,-3.8435539116238715,297.1533855193213,61.21488962043384,303.41748490076816,61.335435254944244,297.1533855193213,motive_iantenna,False,49.03678391288622,88.07789975779039,148.1140035706158,278.3608686498107,8.0,8.0,89.75853455453789
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,median,-199.14765093619937,-67.88035004234172,-312.8487527202695,-180.39839999999998,209.45865500000002,-328.203235,-18.749250936199388,-277.33900504234174,15.354482279730519,278.3957942473686,24.23416053316335,277.33900504234174,motive_iantenna,False,59.77817683910014,118.11534205719845,92.80181807491576,125.09963836601482,8.0,8.0,92.49374478732277
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,1199,1199,1.0,median,-346.985014833783,30.84078385081109,-269.3507060180089,-295.4243,206.90585,-224.00141000000002,-51.56071483378298,-176.0650661491889,-45.349296018008886,188.98141041281798,68.66633792113633,176.0650661491889,motive_iantenna,False,62.4706184836602,114.88066523339825,89.63425746075801,141.66602362132357,8.0,8.0,92.91075896580485
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,1201,1201,1.0,median,-219.45747341985367,-309.4667786648896,-17.525324072025267,-188.530555,205.96057000000002,-114.135095,-30.926918419853678,-515.4273486648897,96.60977092797474,525.3144523744057,101.43925335738643,515.4273486648897,motive_iantenna,False,69.93806412308587,171.220938570099,174.06100363647184,207.36007165500467,8.0,8.0,89.84179850124896
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,1201,1201,1.0,median,1.2107384914675001,-239.19182546538667,-196.50970780519853,-80.19599149999999,202.56013000000002,-220.692665,81.40672999146749,-441.7519554653867,24.182957194801475,449.8407065440858,84.92273609928787,441.7519554653867,motive_iantenna,False,98.97845729940194,173.7722172397607,143.8299431776456,197.35814285289922,8.0,8.0,91.42381348875936
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,1201,1201,1.0,median,-276.6774078332637,1950.0549787342468,-229.7617557318649,-212.053465,1598.6443,-226.93474500000002,-64.62394283326373,351.41067873424686,-2.827010731864874,357.3145828334733,64.6857478660873,351.41067873424686,motive_iantenna,False,68.95193530465656,133.1474098682578,112.45226466847504,203.44466988099305,8.0,8.0,91.3405495420483
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,1201,1201,1.0,median,-179.45974211201107,1865.645329771637,-208.97918410666182,-232.83767,1599.3211999999999,-235.17408,53.37792788798893,266.3241297716372,26.194895893338185,272.8807758987394,59.45902586216976,266.3241297716372,motive_iantenna,False,60.91561870549911,103.74570910908585,143.3028839542821,218.83056424428838,8.0,8.0,92.67277268942547
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,1201,1201,1.0,median,-226.00482103151256,1989.319665942306,-319.1044850251546,-230.87733,1599.6642499999998,-223.24148,4.872508968487438,389.65541594230626,-95.86300502515459,401.3038751984243,95.986754690951,389.65541594230626,motive_iantenna,False,77.27762020122337,143.05671007994732,108.91988651580813,171.59738052696417,8.0,8.0,93.75520399666945
align_to_vicon,v3-lite,vicon_truth,solver_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,1201,1201,1.0,median,-267.715168723081,2114.404783326933,-314.497658119424,-218.202475,1599.5815,-226.071175,-49.512693723080986,514.8232833269328,-88.42648311942398,524.7034999045735,101.34470759040848,514.8232833269328,motive_iantenna,False,81.17120236703758,165.40645657220887,151.97116793072695,197.38128512196315,8.0,8.0,92.5895087427144
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,1201,1201,1.0,median,-447.1280636290699,90.21953446589087,-319.0332580007871,-542.215344349341,182.54280058407934,-383.3240609304319,95.08728072027105,-92.32326611818847,64.29080292964483,147.30405209241158,114.78195980254937,92.32326611818847,reconstructed_from_relabelled_balls,True,42.88554331359987,74.47555289721565,95.46871615489206,183.38980619654723,8.0,8.0,91.75686927560366
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,median,-530.4392187936244,1071.9443554406735,-204.85580980267505,-543.22998,1105.589,-259.92136,12.790761206375578,-33.64464455932648,55.06555019732494,65.78586853037703,56.531569859439024,33.64464455932648,motive_iantenna,False,73.03950336841487,140.25423454145823,80.64116757845376,120.07946168049726,8.0,8.0,95.67027477102414
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,1201,1201,1.0,median,-517.7232700000407,1693.8483569732578,-277.2866724691677,-554.00287,1625.5614500000001,-256.2951,36.27959999995937,68.2869069732576,-20.991572469167693,80.1246351308991,41.914860024642465,68.2869069732576,motive_iantenna,False,64.59989587453958,161.51392776087886,153.309657948104,182.86613499530168,8.0,8.0,92.2564529558701
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,1201,1201,1.0,median,-256.34896909388016,108.26787250165549,501.0358869741491,-321.178815,182.16379,479.93381999999997,64.82984590611983,-73.89591749834452,21.102066974149125,100.54259183905523,68.17775407559799,73.89591749834452,motive_iantenna,False,72.51904395600891,198.3032321668926,88.41737324132485,126.484038900002,8.0,8.0,93.83846794338052
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,median,-174.67683346129886,1110.9543276490417,492.1105060146184,-184.9818897969324,1103.5866165595767,473.70402893394925,10.305056335633537,7.367711089465047,18.406477080669163,22.344479212986958,21.094847347202588,7.367711089465047,reconstructed_from_relabelled_balls,True,60.014494078597316,113.29208119644626,143.37012408379138,190.25311875226214,8.0,8.0,91.5
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,median,-200.75569420721794,1674.028803316645,479.36654496982044,-193.231255,1684.95255,476.52297999999996,-7.524439207217938,-10.92374668335492,2.843564969820477,13.565813234849442,8.043820430660336,10.92374668335492,motive_iantenna,False,60.98996973449433,117.4512896998692,72.96586782714475,130.31062813468458,8.0,8.0,92.83930058284763
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,median,276.28846411082736,138.31798020532545,34.28850075191807,352.14755,211.565355,53.795866000000004,-75.85908588917266,-73.24737479467456,-19.507365248081932,107.23952687873289,78.32712308557585,73.24737479467456,motive_iantenna,False,83.0050887593413,155.30720698730616,120.92105933536114,196.4715735431012,8.0,8.0,90.84096586178185
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,median,408.1979280338694,1249.9448885659165,-127.99981862704013,391.90054,1132.2804,-71.53192899999999,16.297388033869424,117.66448856591637,-56.46788962704014,131.52626842245908,58.772675757175605,117.66448856591637,motive_iantenna,False,60.00153484301198,126.78897554890862,119.71508290985535,144.867890561064,8.0,8.0,90.25811823480433
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,median,452.9144435407665,1451.9471221794488,-66.29515111327323,408.80994,1568.1853500000002,-62.425788499999996,44.10450354076653,-116.2382278205514,-3.869362613273239,124.38450388401641,44.273911049403395,116.2382278205514,motive_iantenna,False,73.8610547267731,154.12439925052274,119.5581303383947,171.81359530918144,8.0,8.0,93.42214820982515
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,median,73.05041576664627,235.6521340598867,-941.0756415212244,65.499245,238.64973,-938.19342,7.5511707666462655,-2.997595940113314,-2.8822215212244373,8.620496636774837,8.082535545511845,2.997595940113314,motive_iantenna,False,46.56218243560187,87.12348506377715,63.64311136000235,127.25482159387326,8.0,8.0,90.75770191507078
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,median,-74.8588371225613,1120.8137044597515,-954.8348017180033,-63.9057945,1133.4998500000002,-956.9902950000001,-10.953042622561298,-12.686145540248617,2.155493281996769,16.89833076515984,11.163122053456986,12.686145540248617,motive_iantenna,False,33.08534749104013,58.072776090297296,40.933561070194344,142.17416010743753,8.0,8.0,91.84013322231473
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,1201,1201,1.0,median,16.993721594183153,1585.98017403257,-940.582555765135,-43.6886845,1590.1300500000002,-956.35754,60.68240609418315,-4.149875967430262,15.774984234864974,62.83650219048359,62.69931847308705,4.149875967430262,motive_iantenna,False,45.211192028344904,83.59890556982536,70.58902161329482,137.51017440172402,8.0,8.0,91.3405495420483
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,1200,1200,1.0,median,-195.1027050263687,1073.5087945412706,-187.94405459414713,-189.628155,1139.0976,-197.96616,-5.474550026368718,-65.58880545872944,10.02210540585287,66.57555629703965,11.419864042852657,65.58880545872944,motive_iantenna,False,57.13163987193545,102.56682518682469,74.42310443724105,116.07776857688616,8.0,8.0,91.66666666666666
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,1201,1201,1.0,median,-151.65731497025632,1037.543379989402,-153.99383761274987,-198.69532,1132.6278,-194.690585,47.03800502974369,-95.08442001059802,40.69674738725013,113.62150365943789,62.19967174414864,95.08442001059802,motive_iantenna,False,48.49401353084459,98.26377119045218,72.70261766997402,127.74391794138184,8.0,8.0,91.9233971690258
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,median,-192.85294318415873,1082.479790001849,-194.65082610672988,-200.165335,1132.2551,-184.312585,7.312391815841266,-49.77530999815099,-10.338241106729868,51.36080011702788,12.662950021589026,49.77530999815099,motive_iantenna,False,59.52675401244196,115.62919960081008,79.05689600865806,139.03431899059115,8.0,8.0,95.58701082431307
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,median,-150.65562634236738,1079.4954072805283,-173.4134246855338,-184.85465499999998,1122.0572,-185.78015499999998,34.199028657632596,-42.56179271947167,12.366730314466167,55.98228094041527,36.36632480463639,42.56179271947167,motive_iantenna,False,51.234765637053535,104.8684686084899,57.33658969027729,142.19775214292022,8.0,8.0,89.75853455453789
align_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,T1,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,median,-156.23144620185798,232.7649433624797,-298.7041176904377,-180.39839999999998,209.45865500000002,-328.203235,24.166953798142004,23.306288362479677,29.49911730956228,44.69253466922527,38.134493282654844,23.306288362479677,motive_iantenna,False,68.1322892356076,141.43561245942357,101.80126603085137,134.30906355115317,8.0,8.0,92.49374478732277
