grid_mm,mask,version,ID,location,height,facing,mean_x,mean_y,mean_z,gdop,hdop,vdop,cond,radial_p95,pct_ge8
100.0,all8,v4-io,ID20,center,low,ADHE,1469.8598522746754,1211.1129536321523,160.84592107231205,1.0962250232696533,0.8325596451759338,0.7131295800209045,1.8564708232879639,185.9268578972658,91.42381348875936
100.0,all8,v4-io,ID21,center,high,ABEF,1498.2269138185509,1051.0521127720715,-1478.9149026795692,1.126151204109192,0.8091800808906555,0.7832266688346863,2.349102020263672,97.70277988293402,91.3405495420483
100.0,all8,v4-io,ID22,center,high,BCGF,1479.5657250256318,1022.7501608879636,-1416.1742827184464,1.1427791118621826,0.8025909662246704,0.8135057687759399,2.5910327434539795,70.24702567172382,92.67277268942549
100.0,all8,v4-io,ID23,center,high,CDHG,1455.432405849321,1045.466187836488,-1540.5174101218654,1.1272608041763306,0.8097888231277466,0.7841932773590088,2.3657915592193604,129.18611830283794,93.75520399666944
100.0,all8,v4-io,ID24,center,high,ADHE,1471.085523982645,1015.6314445096888,-1474.1352226871666,1.1272608041763306,0.8097888231277466,0.7841932773590088,2.3657915592193604,128.86793089145365,92.5895087427144
100.0,noG,v4-io,ID01,edge,low,ABEF,1339.0175007439827,766.8834986068538,129.2331742499558,1.21208918094635,0.8830684423446655,0.8302712440490723,2.4607698917388916,115.1088534573236,91.75686927560366
100.0,noG,v4-io,ID02,edge,mid,ABEF,1507.0711124056868,716.4300850182786,-868.6103357405455,1.3003548383712769,0.8865379691123962,0.9513007402420044,3.681756019592285,101.46588053410308,95.67027477102414
100.0,noG,v4-io,ID03,edge,high,ABEF,1491.619118581302,655.9971491365872,-1798.1047371148002,1.1917423009872437,0.9632006883621216,0.701779305934906,2.1661863327026367,115.56446212698349,92.2564529558701
100.0,noG,v4-io,ID04,edge,low,BCGF,2201.277217666929,1050.5786420763402,295.73289825998944,1.2370998859405518,0.8982844948768616,0.8505886197090149,2.7309818267822266,108.77067421221275,93.83846794338052
100.0,noG,v4-io,ID05,edge,mid,BCGF,2240.371048649451,1125.6909974307723,-902.227785676734,1.2707363367080688,0.8685193061828613,0.9276017546653748,3.217744827270508,92.9528493350123,91.5
100.0,noG,v4-io,ID06,edge,high,BCGF,2214.562607525611,1091.593316936203,-1671.1105257891245,1.1838616132736206,0.9355466961860657,0.7254520654678345,2.0342564582824707,149.01037659410417,92.83930058284764
100.0,noG,v4-io,ID07,edge,low,CDHG,1767.346487139338,1616.57187591758,140.61404512006774,1.3501877784729004,0.9011828899383545,1.0054235458374023,4.149081230163574,142.19247577249772,90.84096586178184
100.0,noG,v4-io,ID08,edge,mid,CDHG,1584.357224519253,1708.1238792672357,-953.384806564461,1.2644946575164795,0.8489285707473755,0.93715900182724,3.139988660812378,149.6550058641465,90.25811823480431
100.0,noG,v4-io,ID09,edge,high,CDHG,1615.989722214035,1698.2488648858075,-1385.5367770269222,1.200871229171753,0.8763912320137024,0.8209933638572693,2.302180051803589,101.40452454866414,93.42214820982517
100.0,noG,v4-io,ID10,edge,low,ADHE,703.3502828016352,1299.5397297098211,44.516674968173554,1.2036020755767822,0.8633629083633423,0.8386074304580688,2.3036954402923584,89.18581012874685,90.75770191507078
100.0,noG,v4-io,ID11,edge,mid,ADHE,705.7250145406726,1091.165468050263,-971.8269565202183,1.2260568141937256,0.8555845618247986,0.8781744837760925,2.5633270740509033,82.23537267240161,91.84013322231472
100.0,noG,v4-io,ID12,edge,high,ADHE,711.3026756298295,1229.9314954331069,-1525.6999630850255,1.1875063180923462,0.8901264071464539,0.7860319018363953,2.1145341396331787,80.4570476336421,91.3405495420483
100.0,noG,v4-io,ID13,center,mid,ABEF,1525.3772925082587,1084.9599717274798,-888.8486984598887,1.2950471639633179,0.8657353520393372,0.9631456732749939,3.580665111541748,129.35301641611318,91.66666666666666
100.0,noG,v4-io,ID14,center,mid,BCGF,1544.141978313697,1067.0701924047007,-898.230295390281,1.2950471639633179,0.8657353520393372,0.9631456732749939,3.580665111541748,72.22045437214963,91.9233971690258
100.0,noG,v4-io,ID15,center,mid,CDHG,1501.1107914784156,1075.307267215994,-880.1568814353286,1.2950471639633179,0.8657353520393372,0.9631456732749939,3.580665111541748,91.79708064770448,95.58701082431308
100.0,noG,v4-io,ID16,center,mid,ADHE,1544.5546210976731,1060.9555672643671,-947.66847998736,1.2950471639633179,0.8657353520393372,0.9631456732749939,3.580665111541748,73.17561402236818,89.75853455453789
100.0,noG,v4-io,ID17,center,low,ABEF,1380.5200175577754,1081.025698467634,24.809441588108047,1.260565161705017,0.8778824806213379,0.9046252965927124,3.098518133163452,111.70623027627964,92.49374478732275
100.0,noG,v4-io,ID18,center,low,BCGF,1455.2468479812926,924.1520545772048,-0.0205933887045523,1.2534517049789429,0.8813602924346924,0.8912604451179504,3.0327601432800293,75.1893906698287,92.91075896580485
100.0,noG,v4-io,ID19,center,low,CDHG,1651.1845802515977,1066.5794167760464,119.58967211377588,1.2640503644943237,0.8893553018569946,0.898259699344635,3.1462769508361816,217.46153630377552,89.84179850124896
100.0,noG,v4-io,ID20,center,low,ADHE,1469.8598522746754,1211.1129536321523,160.84592107231205,1.2357032299041748,0.8970283269882202,0.8498838543891907,2.7661943435668945,185.9268578972658,91.42381348875936
100.0,noG,v4-io,ID21,center,high,ABEF,1498.2269138185509,1051.0521127720715,-1478.9149026795692,1.1932052373886108,0.9001523852348328,0.7832396626472473,2.116727352142334,97.70277988293402,91.3405495420483
100.0,noG,v4-io,ID22,center,high,BCGF,1479.5657250256318,1022.7501608879636,-1416.1742827184464,1.2103908061981201,0.8943775296211243,0.8155578970909119,2.3994951248168945,70.24702567172382,92.67277268942549
100.0,noG,v4-io,ID23,center,high,CDHG,1455.432405849321,1045.466187836488,-1540.5174101218654,1.1969743967056274,0.904171884059906,0.7843601703643799,2.1665220260620117,129.18611830283794,93.75520399666944
100.0,noG,v4-io,ID24,center,high,ADHE,1471.085523982645,1015.6314445096888,-1474.1352226871666,1.1969743967056274,0.904171884059906,0.7843601703643799,2.1665220260620117,128.86793089145365,92.5895087427144
100.0,dropH,v4-io,ID01,edge,low,ABEF,1339.0175007439827,766.8834986068538,129.2331742499558,1.24628746509552,0.8889660835266113,0.8734825253486633,2.937074899673462,115.1088534573236,91.75686927560366
100.0,dropH,v4-io,ID02,edge,mid,ABEF,1507.0711124056868,716.4300850182786,-868.6103357405455,1.3044968843460083,0.8833269476890564,0.9599195718765259,3.7368524074554443,101.46588053410308,95.67027477102414
100.0,dropH,v4-io,ID03,edge,high,ABEF,1491.619118581302,655.9971491365872,-1798.1047371148002,1.192162275314331,0.9638904333114624,0.7015454173088074,2.1730077266693115,115.56446212698349,92.2564529558701
100.0,dropH,v4-io,ID04,edge,low,BCGF,2201.277217666929,1050.5786420763402,295.73289825998944,1.160083293914795,0.8850303888320923,0.7500096559524536,1.6814061403274536,108.77067421221275,93.83846794338052
100.0,dropH,v4-io,ID05,edge,mid,BCGF,2240.371048649451,1125.6909974307723,-902.227785676734,1.2308269739151,0.8510724306106567,0.8891629576683044,2.6210100650787354,92.9528493350123,91.5
100.0,dropH,v4-io,ID06,edge,high,BCGF,2214.562607525611,1091.593316936203,-1671.1105257891245,1.1535764932632446,0.9043499827384949,0.7161633372306824,1.5730557441711426,149.01037659410417,92.83930058284764
100.0,dropH,v4-io,ID07,edge,low,CDHG,1767.346487139338,1616.57187591758,140.61404512006774,1.2724562883377075,0.8881185054779053,0.9112575650215149,3.1624867916107178,142.19247577249772,90.84096586178184
100.0,dropH,v4-io,ID08,edge,mid,CDHG,1584.357224519253,1708.1238792672357,-953.384806564461,1.2626307010650635,0.8450542092323303,0.9381470084190369,3.0963244438171387,149.6550058641465,90.25811823480431
100.0,dropH,v4-io,ID09,edge,high,CDHG,1615.989722214035,1698.2488648858075,-1385.5367770269222,1.199554443359375,0.8735023140907288,0.8221464157104492,2.282188653945923,101.40452454866414,93.42214820982517
100.0,dropH,v4-io,ID10,edge,low,ADHE,703.3502828016352,1299.5397297098211,44.516674968173554,1.3859586715698242,0.8688337206840515,1.0798192024230957,4.318089485168457,89.18581012874685,90.75770191507078
100.0,dropH,v4-io,ID11,edge,mid,ADHE,705.7250145406726,1091.165468050263,-971.8269565202183,1.262339472770691,0.857178270816803,0.9266857504844666,3.088992118835449,82.23537267240161,91.84013322231472
100.0,dropH,v4-io,ID12,edge,high,ADHE,711.3026756298295,1229.9314954331069,-1525.6999630850255,1.1842834949493408,0.8876988291740417,0.7839120626449585,2.0641491413116455,80.4570476336421,91.3405495420483
100.0,dropH,v4-io,ID13,center,mid,ABEF,1525.3772925082587,1084.9599717274798,-888.8486984598887,1.2971422672271729,0.8582339882850647,0.9726317524909973,3.5908689498901367,129.35301641611318,91.66666666666666
100.0,dropH,v4-io,ID14,center,mid,BCGF,1544.141978313697,1067.0701924047007,-898.230295390281,1.2971422672271729,0.8582339882850647,0.9726317524909973,3.5908689498901367,72.22045437214963,91.9233971690258
100.0,dropH,v4-io,ID15,center,mid,CDHG,1501.1107914784156,1075.307267215994,-880.1568814353286,1.2971422672271729,0.8582339882850647,0.9726317524909973,3.5908689498901367,91.79708064770448,95.58701082431308
100.0,dropH,v4-io,ID16,center,mid,ADHE,1544.5546210976731,1060.9555672643671,-947.66847998736,1.2971422672271729,0.8582339882850647,0.9726317524909973,3.5908689498901367,73.17561402236818,89.75853455453789
100.0,dropH,v4-io,ID17,center,low,ABEF,1380.5200175577754,1081.025698467634,24.809441588108047,1.2852232456207275,0.8737180829048157,0.9425579905509949,3.407728672027588,111.70623027627964,92.49374478732275
100.0,dropH,v4-io,ID18,center,low,BCGF,1455.2468479812926,924.1520545772048,-0.0205933887045523,1.2587295770645142,0.874110758304596,0.9057210683822632,3.098325490951538,75.1893906698287,92.91075896580485
100.0,dropH,v4-io,ID19,center,low,CDHG,1651.1845802515977,1066.5794167760464,119.58967211377588,1.2322181463241577,0.8744484186172485,0.8681598901748657,2.7164905071258545,217.46153630377552,89.84179850124896
100.0,dropH,v4-io,ID20,center,low,ADHE,1469.8598522746754,1211.1129536321523,160.84592107231205,1.236467957496643,0.8882555961608887,0.8601482510566711,2.7705111503601074,185.9268578972658,91.42381348875936
100.0,dropH,v4-io,ID21,center,high,ABEF,1498.2269138185509,1051.0521127720715,-1478.9149026795692,1.1897995471954346,0.8953742384910583,0.7835355997085571,2.090383291244507,97.70277988293402,91.3405495420483
100.0,dropH,v4-io,ID22,center,high,BCGF,1479.5657250256318,1022.7501608879636,-1416.1742827184464,1.2084914445877075,0.8903857469558716,0.8171075582504272,2.385904312133789,70.24702567172382,92.67277268942549
100.0,dropH,v4-io,ID23,center,high,CDHG,1455.432405849321,1045.466187836488,-1540.5174101218654,1.194455623626709,0.900377094745636,0.784885585308075,2.1495635509490967,129.18611830283794,93.75520399666944
100.0,dropH,v4-io,ID24,center,high,ADHE,1471.085523982645,1015.6314445096888,-1474.1352226871666,1.194455623626709,0.900377094745636,0.784885585308075,2.1495635509490967,128.86793089145365,92.5895087427144
