layout_source,correction_source,correction_detail,tag_delay_mode,tag_delay_value_mm,n_positions,n_frames,frames_input_total,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_horiz_mm,rmse_horiz_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate,residual_rms_median_mm,d3_std_median_mm,distance_to_centroid_slope_mm_per_m,distance_to_centroid_slope_r2
L_Vicon,C_V5_transfer,Vicon anchor coordinates; correction as named,D_LOO_CV,49.621,24,28818,28818,61.25041702237773,85.30802254789853,158.3961450633251,82.54471712647387,33.696994878193095,44.85626026831044,43.537430007023886,69.29319043189729,51.30448695188045,0.1947384334420731,0.0,77.7313492623149,59.33552011343332,63.54526769065102,0.1439919826656182
L_Vicon,C_V4_transfer,Vicon anchor coordinates; correction as named,D0,0.0,24,28818,28818,253.14162190880933,290.653423261391,395.2610635996725,248.1576198588699,70.32760382189286,79.12870268113525,238.58519697634915,235.20385351014104,374.76836599620646,0.8821807428031194,0.0,118.42642913249409,72.40423869088877,307.92367678868186,0.5966497374379667
L_Vicon,C_V5_transfer,Vicon anchor coordinates; correction as named,D0,0.0,24,28818,28818,104.90671242273515,148.4492881145963,214.0155246401002,123.14918444452888,39.21867418108302,48.512420722673845,94.86681492335323,113.19128352032625,163.2287784075815,0.7269038958590142,0.0,77.02200621663042,59.02305409514926,155.59354858662846,0.39700395957312506
L_Vicon,C_none,Vicon anchor coordinates; correction as named,D0,0.0,24,28818,28818,310.1723979711288,351.2649619612733,450.41194660471484,305.3160995676916,76.33081921214549,88.07521115221779,304.3937251475345,292.3365831293114,465.6319374645428,0.884149571724385,0.0,134.48895635391017,75.75424987955682,354.985330368482,0.6365581110316076
L_Vicon,C_none,Vicon anchor coordinates; correction as named,D_LOO_CV,49.621,24,28818,28818,220.2125022126491,266.62057661535704,344.7312766101005,219.77403226500974,55.60359059239988,65.46009766183052,214.39920772408914,209.79895345812656,335.44931624876665,0.9049799079428777,0.0,100.14426431019214,74.31276944178077,267.8231582070821,0.6129417101398509
L_Vicon,C_V4_transfer,Vicon anchor coordinates; correction as named,D_LOO_CV,49.621,24,28818,28818,161.59968354400422,194.1448754573591,290.07385060519675,166.8204361766285,52.146516974018624,61.60967486237706,154.3642742690935,155.02679087665064,238.81755660868848,0.8250188839540971,0.0,88.06302327926198,65.13142134291743,211.59778064986753,0.46355687832652437
L_Vicon,C_Vicon_refit_indep,Vicon anchor coordinates; correction as named,D0,0.0,24,28818,28818,102.33656465430482,166.2614832878694,213.90841824438223,136.39676790835236,47.60403462504617,53.35532735513125,86.5970188443774,125.5280340747505,188.1677155618451,0.7860494779460263,0.0,87.10080851450726,70.39703120041642,170.7301406324061,0.4682037546743105
L_Vicon,C_Vicon_refit_indep,Vicon anchor coordinates; correction as named,D_LOO_CV,49.621,24,28818,28818,63.40304172189079,87.52940848875309,159.84223732246042,82.00966113658198,32.620884995913315,41.98016833577971,52.08334681517533,70.45033702003563,72.17435522046439,0.3994011021300615,0.0,81.29366928753737,60.49137063778494,65.485044686649,0.1882369170234467
L_Vicon,C_Vicon_refit_cm,Vicon anchor coordinates; correction as named,D0,0.0,24,28818,28818,102.33642750720954,166.27526678432343,213.92483314490153,136.39579696090004,47.587858917886464,53.35200836573954,86.60525088880202,125.52838974487457,188.17939024131888,0.7860910730600157,0.0,87.095828521951,70.39290577622317,170.77825014172015,0.4683354120582742
L_Vicon,C_Vicon_refit_cm,Vicon anchor coordinates; correction as named,D_LOO_CV,49.621,24,28818,28818,63.39153174722954,87.53675164243717,159.81769435321524,82.00394066723503,32.61016009539997,41.97655387060124,52.05445364277011,70.4458317439997,72.18075097832084,0.39944309370775033,0.0,81.28817036950099,60.490718844435676,65.51459732671034,0.18839748500123987
