experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,U,P,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,R
X_A2_U4_P3_L17_I0_T1,uwb_only_control_repeated_for_matrix,Phase4 L17 single-I position row.,34,17,40661,98.32221344674474,163.2578930136724,183.14714790490714,112.31154868181555,40661,58.76873616378891,112.57762216047699,131.29418301281387,74.25094169261624,40661,62.102394177680935,137.15539994058213,157.22308865223,84.26554233533139,100.39518694231992,175.42596333691736,113.75369199775236,122.644120764348,155.46892211229445,84.10064342656713,61.11169163307182,40.74629314206214,20.180176704042083,89.72619400646055,163.70519156617814,nan,nan,nan,nan,nan,nan,nan,nan,17,38.72176792946926,19.959060081311293,71.15763530999801,A2,U4,P3,L17,I0,T1,uwb_only,S04,X_A2_U4_P3_L17_I0_T1__S04,FUSION_UNRANKED,198.98960001289052,1,
X_A2_U4_P3_L17_I1_T1,uwb_only_control_repeated_for_matrix,Phase4 L17 single-I position row.,34,17,40661,98.32221344674474,163.2578930136724,183.14714790490714,112.31154868181555,40661,58.76873616378891,112.57762216047699,131.29418301281387,74.25094169261624,40661,62.102394177680935,137.15539994058213,157.22308865223,84.26554233533139,100.39518694231992,175.42596333691736,113.75369199775236,122.644120764348,155.46892211229445,84.10064342656713,61.11169163307182,40.74629314206214,20.180176704042083,89.72619400646055,163.70519156617814,nan,nan,nan,nan,nan,nan,nan,nan,17,38.72176792946926,19.959060081311293,71.15763530999801,A2,U4,P3,L17,I1,T1,uwb_only,S04,X_A2_U4_P3_L17_I1_T1__S04,FUSION_UNRANKED,198.98960001289052,2,
X_A2_U4_P3_L17_I2_T1,uwb_only_control_repeated_for_matrix,Phase4 L17 single-I position row.,34,17,40661,98.32221344674474,163.2578930136724,183.14714790490714,112.31154868181555,40661,58.76873616378891,112.57762216047699,131.29418301281387,74.25094169261624,40661,62.102394177680935,137.15539994058213,157.22308865223,84.26554233533139,100.39518694231992,175.42596333691736,113.75369199775236,122.644120764348,155.46892211229445,84.10064342656713,61.11169163307182,40.74629314206214,20.180176704042083,89.72619400646055,163.70519156617814,nan,nan,nan,nan,nan,nan,nan,nan,17,38.72176792946926,19.959060081311293,71.15763530999801,A2,U4,P3,L17,I2,T1,uwb_only,S04,X_A2_U4_P3_L17_I2_T1__S04,FUSION_UNRANKED,198.98960001289052,3,
X_A2_U4_P3_L17_I3_T1,uwb_only_control_repeated_for_matrix,Phase4 L17 single-I position row.,34,17,40661,98.32221344674474,163.2578930136724,183.14714790490714,112.31154868181555,40661,58.76873616378891,112.57762216047699,131.29418301281387,74.25094169261624,40661,62.102394177680935,137.15539994058213,157.22308865223,84.26554233533139,100.39518694231992,175.42596333691736,113.75369199775236,122.644120764348,155.46892211229445,84.10064342656713,61.11169163307182,40.74629314206214,20.180176704042083,89.72619400646055,163.70519156617814,nan,nan,nan,nan,nan,nan,nan,nan,17,38.72176792946926,19.959060081311293,71.15763530999801,A2,U4,P3,L17,I3,T1,uwb_only,S04,X_A2_U4_P3_L17_I3_T1__S04,FUSION_UNRANKED,198.98960001289052,4,
X_A2_U4_P3_L17_I4_T1,uwb_only_control_repeated_for_matrix,Phase4 L17 single-I position row.,34,17,40661,98.32221344674474,163.2578930136724,183.14714790490714,112.31154868181555,40661,58.76873616378891,112.57762216047699,131.29418301281387,74.25094169261624,40661,62.102394177680935,137.15539994058213,157.22308865223,84.26554233533139,100.39518694231992,175.42596333691736,113.75369199775236,122.644120764348,155.46892211229445,84.10064342656713,61.11169163307182,40.74629314206214,20.180176704042083,89.72619400646055,163.70519156617814,nan,nan,nan,nan,nan,nan,nan,nan,17,38.72176792946926,19.959060081311293,71.15763530999801,A2,U4,P3,L17,I4,T1,uwb_only,S04,X_A2_U4_P3_L17_I4_T1__S04,FUSION_UNRANKED,198.98960001289052,5,
X_A2_U4_P3_L17_I5_T1,uwb_only_control_repeated_for_matrix,Phase4 L17 single-I position row.,34,17,40661,98.32221344674474,163.2578930136724,183.14714790490714,112.31154868181555,40661,58.76873616378891,112.57762216047699,131.29418301281387,74.25094169261624,40661,62.102394177680935,137.15539994058213,157.22308865223,84.26554233533139,100.39518694231992,175.42596333691736,113.75369199775236,122.644120764348,155.46892211229445,84.10064342656713,61.11169163307182,40.74629314206214,20.180176704042083,89.72619400646055,163.70519156617814,nan,nan,nan,nan,nan,nan,nan,nan,17,38.72176792946926,19.959060081311293,71.15763530999801,A2,U4,P3,L17,I5,T1,uwb_only,S04,X_A2_U4_P3_L17_I5_T1__S04,FUSION_UNRANKED,198.98960001289052,6,
X_A2_U4_P3_L17_I6_T1,uwb_only_control_repeated_for_matrix,Phase4 L17 single-I position row.,34,17,40661,98.32221344674474,163.2578930136724,183.14714790490714,112.31154868181555,40661,58.76873616378891,112.57762216047699,131.29418301281387,74.25094169261624,40661,62.102394177680935,137.15539994058213,157.22308865223,84.26554233533139,100.39518694231992,175.42596333691736,113.75369199775236,122.644120764348,155.46892211229445,84.10064342656713,61.11169163307182,40.74629314206214,20.180176704042083,89.72619400646055,163.70519156617814,nan,nan,nan,nan,nan,nan,nan,nan,17,38.72176792946926,19.959060081311293,71.15763530999801,A2,U4,P3,L17,I6,T1,uwb_only,S04,X_A2_U4_P3_L17_I6_T1__S04,FUSION_UNRANKED,198.98960001289052,7,
X_A2_U4_P3_L17_I7_T1,uwb_only_control_repeated_for_matrix,Phase4 L17 single-I position row.,34,17,40661,98.32221344674474,163.2578930136724,183.14714790490714,112.31154868181555,40661,58.76873616378891,112.57762216047699,131.29418301281387,74.25094169261624,40661,62.102394177680935,137.15539994058213,157.22308865223,84.26554233533139,100.39518694231992,175.42596333691736,113.75369199775236,122.644120764348,155.46892211229445,84.10064342656713,61.11169163307182,40.74629314206214,20.180176704042083,89.72619400646055,163.70519156617814,nan,nan,nan,nan,nan,nan,nan,nan,17,38.72176792946926,19.959060081311293,71.15763530999801,A2,U4,P3,L17,I7,T1,uwb_only,S04,X_A2_U4_P3_L17_I7_T1__S04,FUSION_UNRANKED,198.98960001289052,8,
X_A2_U4_P3_L17_I8_T1,uwb_only_control_repeated_for_matrix,Phase4 L17 single-I position row.,34,17,40661,98.32221344674474,163.2578930136724,183.14714790490714,112.31154868181555,40661,58.76873616378891,112.57762216047699,131.29418301281387,74.25094169261624,40661,62.102394177680935,137.15539994058213,157.22308865223,84.26554233533139,100.39518694231992,175.42596333691736,113.75369199775236,122.644120764348,155.46892211229445,84.10064342656713,61.11169163307182,40.74629314206214,20.180176704042083,89.72619400646055,163.70519156617814,nan,nan,nan,nan,nan,nan,nan,nan,17,38.72176792946926,19.959060081311293,71.15763530999801,A2,U4,P3,L17,I8,T1,uwb_only,S04,X_A2_U4_P3_L17_I8_T1__S04,FUSION_UNRANKED,198.98960001289052,9,
X_A2_U4_P0_L17_I6_T5,error_state_ekf_screening,Phase4 L17 single-I position row.,34,17,40661,96.93814489576954,164.08813633336314,187.3814915054942,114.58164487679203,40661,56.36060380302938,110.13671126224527,130.3894723938862,72.67478645813925,40661,62.74854967367628,139.74972521696145,161.8308186793098,88.58514974833614,97.91059333941827,181.22374375955866,111.91006794576458,123.01422694699764,160.21743093010178,85.58506141482022,60.96452168525114,42.069070460168405,21.504133083999164,88.40764035336815,154.09609137344103,nan,nan,nan,1.0,0.2288865555112103,1.0522285753229481,nan,nan,17,38.785602825615825,19.94205714223574,80.02820527244302,A2,U4,P0,L17,I6,T5,position_fusion,S04,X_A2_U4_P0_L17_I6_T5__S04,FUSION_UNRANKED,199.24089217519446,10,
