experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,U,P,T,kind,seed_id,experiment_uid,delta_vs_B0_trackmedian_err3d_p50_mm,delta_vs_B0_trackmedian_err3d_p95_mm,delta_vs_B0_sample_err3d_rmse_mm,delta_vs_B0_legacy_deltaR_error_rms_mm,delta_vs_B0_trackmedian_radius_error_abs_mm,verdict,screening_score,L,I,R
B0_A0_U4_P0_T1,online_deployable_uwb_only,Phase 3 repeated B0 control.,34,17,40661,102.63336074100665,208.3503804473449,256.9324074144989,141.2659848479643,40661,66.14323345844781,145.82607164755368,178.9530610667181,93.41834672726387,40661,61.57092076688957,163.1159939953268,205.89630418252534,105.96740522354024,105.83784720842489,231.80213799547772,132.8297379891087,167.47209082957747,187.38314568289843,81.85817424679978,68.97030504345278,38.73430278830949,59.73216676551942,97.22019722085115,173.57057176081128,nan,nan,nan,nan,nan,nan,nan,nan,17,80.07935390701411,26.37186507012177,172.16272100899008,A0,U4,P0,T1,baseline,S03,B0_A0_U4_P0_T1__S03,0.0,0.0,0.0,0.0,0.0,BASELINE_UWB_ONLY,272.8902266245117,,,
X_A0_L0_I0_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I0/S03.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S03,X_A0_L0_I0_T11__S03,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I0,
X_A0_L0_I1_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I1/S03.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S03,X_A0_L0_I1_T11__S03,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I1,
X_A0_L0_I3_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I3/S03.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S03,X_A0_L0_I3_T11__S03,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I3,
X_A0_L0_I4_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I4/S03.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S03,X_A0_L0_I4_T11__S03,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I4,
X_A0_L0_I7_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I7/S03.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S03,X_A0_L0_I7_T11__S03,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I7,
X_A0_L0_I8_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I8/S03.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S03,X_A0_L0_I8_T11__S03,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I8,
X_A0_L0_I1+I3+I7_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I1+I3+I7/S03.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S03,X_A0_L0_I1+I3+I7_T11__S03,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I1+I3+I7,
X_A0_L0_I1+I2+I3+I8_T11,imu_only_diagnostic_oracle,Phase 3 IMU-only drift diagnostic L0/I1+I2+I3+I8/S03.,34,17,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,40661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84247618115172,22.88417842593676,0.0,0.0,0.0,nan,nan,nan,nan,nan,17,247.34375016361417,12.891067052788173,644.6930803724192,A0,,,T11,imu_only,S03,X_A0_L0_I1+I2+I3+I8_T11__S03,-105.83784720842489,-231.80213799547772,-141.2659848479643,167.26439625660007,-59.73216676551942,IMU_ONLY_PERFECT_ORACLE,173.1406251145299,L0,I1+I2+I3+I8,
X_A0_L1_I0_T11,imu_only_diagnostic_screening,Phase 3 IMU-only drift diagnostic L1/I0/S03.,34,17,40661,1636.2167467705249,6800.127510293978,8365.11020076565,3764.7078395376157,40661,1286.8480083598365,5478.8140808297285,7026.511305692702,3117.2859590882995,40661,485.2619049306651,3476.1676948640416,5025.3824904314515,2110.818174629668,2100.318680283167,7520.1128898074785,3810.8062795955766,5539.983380636494,2532.205846105702,3421.5632482873125,3157.612208916929,611.1387549545776,2047.0132740719373,567.9878379689715,1046.2184674785094,8249.65276168894,6233.025140207988,68.75771190221366,nan,nan,nan,nan,nan,17,8099.369595766103,2111.610268802146,12807.387864753578,A0,,,T11,imu_only,S03,X_A0_L1_I0_T11__S03,1994.4808330747421,7288.3107518120005,3623.4418546896513,8019.290241859089,1987.2811073064179,IMU_ONLY_DRIFTS_AS_EXPECTED,11425.423545788026,L1,I0,
