version,ID,path,location,height,facing,status,N_frames,mean_x,mean_y,mean_z,X_std,Y_std,Z_std,D3_std,radial_p50,radial_p75,radial_p95,radial_max,median_anchors,pct_ge7,pct_ge8
v1-old,ID01,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID01_20260513_152958,edge,low,ABEF,ok,601,1436.4757393666994,1101.0922490482671,67.60229556865092,29.770076029073334,21.60571139246358,33.57308825306583,49.8017715186858,41.92785193719549,57.61506696206033,81.38307886165232,184.18657952529773,7.0,99.66722129783693,24.958402662229616
v1-old,ID02,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID02_20260513_153316,edge,mid,ABEF,ok,601,1638.5748047790341,1080.9308738897307,-825.1930122285871,19.640061935507536,18.681450673671197,41.356792105286694,49.44808272666682,41.058833263126544,58.04274118225807,82.42682866458068,137.77338135265776,7.0,99.83361064891847,26.955074875207984
v1-old,ID03,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID03_20260513_154008,edge,high,ABEF,ok,600,1598.4416359044612,1106.2905365188076,-1463.4828184647172,23.81469972036225,19.21300725980084,24.20202582020709,39.01304428698371,33.53181889799857,45.805532018441774,62.80030377635908,122.6250813455117,7.0,100.0,30.5
v1-old,ID04,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID04_20260513_163638,edge,low,BCGF,ok,601,2264.6573394535976,2478.04447128452,30.859407824935168,29.53310351211722,15.907749980871156,45.81061746275163,56.77916329807882,41.02043327289134,58.87266222225042,90.92711297003072,340.30396749170365,8.0,99.83361064891847,58.069883527454245
v1-old,ID05,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID05_20260513_163117,edge,mid,BCGF,ok,601,2176.7389245682443,2463.4676246334884,-1043.6052281672046,28.018728210956706,15.80040503414791,39.58190305653374,51.004205506795444,42.13534453103778,57.752939351382565,87.55713331984236,157.99547277164532,7.0,100.0,26.622296173044923
v1-old,ID06,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID06_20260513_154321,edge,high,BCGF,ok,600,2001.3458322438667,2500.643102140519,-1470.229761212257,22.01995392273217,14.381220586278369,19.132348621600393,32.52298633411297,27.713612742499638,38.46721976893441,54.45350161621219,82.03785331380247,7.0,99.83333333333333,35.66666666666667
v1-old,ID07,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID07_20260513_164048,edge,low,CDHG,ok,600,608.4844456224639,2570.610826583738,112.38667375783538,27.044462522607883,20.21783277028422,68.80496212534142,76.64389426518976,57.710062237976615,84.4165164744654,138.91252365239723,265.21954468883763,7.0,100.0,14.833333333333334
v1-old,ID08,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID08_20260513_162857,edge,mid,CDHG,ok,601,1601.8914007960273,3678.8921064007827,-986.8985348183136,56.386948095413885,29.06464188554235,88.55308925533882,108.9306703372091,85.23770172592519,124.5372376245159,185.5471850380225,402.8605828645072,7.0,99.83361064891847,19.467554076539102
v1-old,ID09,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID09_20260513_154629,edge,high,CDHG,ok,601,1546.5958723132762,3468.1098450098148,-1430.42986596552,33.35140195664839,21.97667110960907,39.483008594667474,56.162247579850664,46.359369278808586,64.44295327259184,95.15838135838827,146.05612216605587,7.0,100.0,35.44093178036606
v1-old,ID10,,edge,low,ADHE,missing,,,,,,,,,,,,,,,
v1-old,ID11,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID11_20260513_162534,edge,mid,ADHE,ok,601,821.4670953581273,2551.8944594927243,-860.0350173658602,20.812618517102706,16.716884520149957,40.34613905271736,48.37799348939227,38.21012534720711,53.670921852530256,83.4946495359714,180.63616411854963,7.0,100.0,25.9567387687188
v1-old,ID12,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID12_20260513_154958,edge,high,ADHE,ok,601,806.4358703196914,2482.581074533415,-1392.4363561017447,28.320548607281737,19.25764550960756,37.43104953028099,50.734542995177,41.15122005744455,57.09213354642834,90.27382201616852,141.3047116474509,7.0,100.0,26.12312811980033
v1-old,ID13,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID13_20260513_161529,center,mid,ABEF,ok,601,1660.5842070972403,2555.991982643226,-840.5314560256083,26.295452860651274,14.363863411481798,49.89907971255599,58.20386215201235,45.11598129039562,63.707592996067085,99.49408868819383,286.65771329109,7.0,99.83361064891847,39.93344425956739
v1-old,ID14,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID14_20260513_161800,center,mid,BCGF,ok,600,1623.2989079363592,2588.089639550026,-871.4346351149027,24.99506132834205,15.03932870536378,38.31291931213588,48.154068207512786,39.863833539760506,53.68653656066412,83.83936122825652,162.20716503192764,7.0,99.66666666666667,29.833333333333336
v1-old,ID15,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID15_20260513_162010,center,mid,CDHG,ok,600,1618.1846553350551,2597.451776433948,-925.4705477014902,22.586305108261403,13.944444021714045,35.226638232181294,44.10787615221536,37.11171006231062,50.36747356753902,76.51321038222792,124.4707769430559,7.0,99.83333333333333,31.666666666666664
v1-old,ID16,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID16_20260513_162320,center,mid,ADHE,ok,601,1652.7021729364853,2577.657303278782,-922.8078307021901,29.726568501596574,20.41040079322928,34.22574838696747,49.71574386518193,40.963704365630015,55.59931628095339,81.59618820860928,230.28262359151813,7.0,99.83361064891847,28.1198003327787
v1-old,ID17,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID17_20260513_161228,center,low,ABEF,ok,601,1475.1223488622604,2564.1963448725655,18.958593094054844,30.10287916086739,21.09441828275278,49.17156492857928,61.39218691321402,49.14531126299065,68.65022980990182,108.03547357441846,279.26828295600563,7.0,99.83361064891847,35.77371048252912
v1-old,ID18,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID18_20260513_161018,center,low,BCGF,ok,601,1619.3767306011769,2424.710056198813,-7.638888798393192,29.749805983094028,14.361767655374889,63.011933628687544,71.14643424546892,52.377721587822855,73.68294775397335,117.11705536248863,366.5957277294276,7.0,100.0,39.93344425956739
v1-old,ID19,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID19_20260513_160549,center,low,CDHG,ok,601,1696.7365612392002,2628.637699613328,29.075437152775898,36.30962893378377,17.594143420598066,45.77154371832828,61.016204817839,44.495687569858895,64.28205605076694,101.82089164322052,270.72025268896505,7.0,100.0,27.953410981697168
v1-old,ID20,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID20_20260513_160806,center,low,ADHE,ok,601,1593.521844399283,2734.6076203624366,-86.85242108453025,26.526023344784807,15.897626996421197,49.93442071430312,58.73509028407493,45.2814409085522,63.349587449855356,106.19345345620718,205.54555692883523,7.0,100.0,49.750415973377706
v1-old,ID21,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID21_20260513_155713,center,high,ABEF,ok,600,1563.354650472778,2527.4042443366397,-1437.2434553635323,23.439165716568326,14.007733274932848,33.496248117606235,43.2158503207637,37.77897323781927,50.47611686683716,71.94818661370122,112.37603675629943,7.0,100.0,25.0
v1-old,ID22,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID22_20260513_160059,center,high,BCGF,ok,601,1545.3368712994945,2521.015984360125,-1524.6308008669203,29.514303723971558,18.845101710861833,36.144133436325234,50.32524579837095,42.067519848585455,57.40160654443504,86.07028041093962,134.93959042991727,7.0,99.83361064891847,35.77371048252912
v1-old,ID23,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID23_20260513_160315,center,high,CDHG,ok,601,1578.108747070392,2562.5050235858325,-1457.6073478946882,28.048728040033357,15.436896051876037,29.356091570629967,43.43741494015719,36.867242652098966,49.94766278377804,71.75133006444679,139.7198988978968,7.0,100.0,31.78036605657238
v1-old,ID24,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Static_Test/ID24_20260513_155348,center,high,ADHE,ok,601,1570.038362646601,2563.197156431811,-1450.2293499866926,26.26539809815435,15.55872963346573,26.792441121220353,40.617485228604124,33.79688860103989,45.55407281076712,71.94541274475645,107.81172580842494,7.0,99.83361064891847,33.61064891846922
