case_id,anchor,coord_sd_3d_mm,reference_case_coord_gap_mm,x_sd_mm,y_sd_mm,z_sd_mm
original_selfcal,A,1.0664872351642953,11.01456239631268,0.5139205498615252,0.8078343409712864,0.46977054904059035
original_selfcal,B,1.0850247798189467,74.2672199241093,0.4761160528796619,0.8566427979245088,0.465569966573784
original_selfcal,C,1.0329590818820273,50.97930457940745,0.5148338368303321,0.797312131830121,0.40773024137734476
original_selfcal,D,1.1307829336253288,59.07029022431408,0.5544203857174526,0.875455577142269,0.45262082511713125
original_selfcal,E,0.9575217873196115,38.89009401054475,0.5150310447173923,0.7047375638733027,0.3936190572558424
original_selfcal,F,0.9659553560257867,43.651799311186174,0.47327698926418166,0.7297623562447246,0.42014943136470334
original_selfcal,G,0.9437154633830028,56.73113089480924,0.4681055314991351,0.6953153217907657,0.43360430174424186
original_selfcal,H,1.0152417206548023,38.662125033240365,0.518357792245724,0.7570728317652367,0.43458218783013697
vicon_truth_delaycal,A,1.1216466474033566e-11,0.0,2.277535815986236e-13,2.846919769982795e-14,2.277535815986236e-13
vicon_truth_delaycal,B,6.0689492230435844e-12,0.0,2.277535815986236e-13,0.0,2.277535815986236e-13
vicon_truth_delaycal,C,9.183556003274753e-12,0.0,0.0,8.540759309948385e-14,0.0
vicon_truth_delaycal,D,2.3779876226962934e-12,0.0,2.277535815986236e-13,2.846919769982795e-14,0.0
vicon_truth_delaycal,E,1.1768492800514958e-11,0.0,0.0,6.832607447958708e-13,0.0
vicon_truth_delaycal,F,1.4451139739349613e-11,0.0,0.0,4.555071631972472e-13,0.0
vicon_truth_delaycal,G,1.2851943098216301e-11,0.0,1.138767907993118e-13,0.0,2.277535815986236e-13
vicon_truth_delaycal,H,1.5991480578102655e-11,0.0,0.0,2.277535815986236e-13,2.277535815986236e-13
scale_to_vicon_delaycal,A,0.9859956895439205,15.687722528538012,0.47628526791966275,0.7513116705533923,0.42528886307092173
scale_to_vicon_delaycal,B,1.0180467448418633,71.2608486523506,0.43199200463611764,0.8130371294289331,0.4344798140115857
scale_to_vicon_delaycal,C,0.9880440205336842,44.64728604262058,0.4957872221944778,0.752738814773823,0.40473484351356653
scale_to_vicon_delaycal,D,1.0751267050219948,57.722004170174856,0.518105389298819,0.8323029850079088,0.4412889966653324
scale_to_vicon_delaycal,E,0.9042288916415006,35.027435114840316,0.4780289618275777,0.6629640515036728,0.38677754142025894
scale_to_vicon_delaycal,F,0.9265546587072528,42.78265138207039,0.46551148151998445,0.6875140675817537,0.41125053558916463
scale_to_vicon_delaycal,G,0.8773512131303689,54.22961202180291,0.430044082567449,0.6557122053003994,0.393508249024259
scale_to_vicon_delaycal,H,0.9495978399652779,33.44753749527277,0.4799883253677158,0.7091830850401445,0.4103737529013768
one_baseline_EH_delaycal,A,1.2839242194329763,27.704601114583006,0.6782001314878573,0.836681431438759,0.6989064065967777
one_baseline_EH_delaycal,B,1.2070925932821603,74.51525966437228,0.6168305530189376,0.8130138432996362,0.6446713024651838
one_baseline_EH_delaycal,C,1.2432579925131297,39.54905157278173,0.5949030458336936,0.8685010937170125,0.6614277377143514
one_baseline_EH_delaycal,D,1.2857319272142327,62.84312355490999,0.7384506490897426,0.8117666536628311,0.6699493469793161
one_baseline_EH_delaycal,E,0.9902397093634779,34.639742521916396,0.3110796950509441,0.6789132314187134,0.6502929566986538
one_baseline_EH_delaycal,F,1.1358850169042243,47.87463347011602,0.6168191169292185,0.7446019808243097,0.5961013661875665
one_baseline_EH_delaycal,G,1.184150462108837,57.32571268632945,0.6290530218110234,0.72696252451154,0.691397209004202
one_baseline_EH_delaycal,H,0.9950527224524749,30.360960773452522,0.3136980420308359,0.744212927127147,0.5812663571745277
