version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v1-old,solve,A-B,1744.9845,1893.993695258845,149.009195258845,149.009195258845
v1-old,solve,A-C,3015.4195,2922.151764413115,-93.26773558688501,93.26773558688501
v1-old,solve,A-D,2551.454,2425.40862200756,-126.04537799244008,126.04537799244008
v1-old,solve,A-E,1911.445,1899.6408903263982,-11.804109673601715,11.804109673601715
v1-old,solve,A-F,2713.7455,2599.7912918061825,-113.95420819381752,113.95420819381752
v1-old,solve,A-G,3211.297,3240.195802066723,28.898802066722965,28.898802066722965
v1-old,solve,A-H,2791.9805,2821.333735196039,29.353235196038895,29.353235196038895
v1-old,solve,B-C,2414.0255,2443.9655848160864,29.940084816086255,29.940084816086255
v1-old,solve,B-D,3115.5315,2963.0737589723503,-152.45774102764972,152.45774102764972
v1-old,solve,B-E,2395.3345,2384.747850651585,-10.586649348414994,10.586649348414994
v1-old,solve,B-F,1658.453,1616.0210353025866,-42.43196469741338,42.43196469741338
v1-old,solve,B-G,2761.191,2777.149278760015,15.958278760015219,15.958278760015219
v1-old,solve,B-H,3311.5365,3350.5175316740483,38.981031674048154,38.981031674048154
v1-old,solve,C-D,1608.726,1450.04684579944,-158.6791542005601,158.6791542005601
v1-old,solve,C-E,3236.5795,3274.4156566793326,37.83615667933282,37.83615667933282
v1-old,solve,C-F,2849.5485,2784.8660311610106,-64.68246883898928,64.68246883898928
v1-old,solve,C-G,1656.8285,1390.130927414161,-266.697572585839,266.697572585839
v1-old,solve,C-H,2196.5985,2187.335377330498,-9.263122669502081,9.263122669502081
v1-old,solve,D-E,3011.602,2942.7921170214936,-68.80988297850627,68.80988297850627
v1-old,solve,D-F,3191.6725,3242.9542704647006,51.28177046470046,51.28177046470046
v1-old,solve,D-G,2241.291,1945.9673648401056,-295.3236351598946,295.3236351598946
v1-old,solve,D-H,1696.0765,1407.0901598344471,-288.98634016555275,288.98634016555275
v1-old,solve,E-F,1579.856,1671.4914809043414,91.63548090434142,91.63548090434142
v1-old,solve,E-G,2873.8765,2734.8905102826407,-138.9859897173592,138.9859897173592
v1-old,solve,E-H,2310.4455,2368.2866266511014,57.841126651101604,57.841126651101604
v1-old,solve,F-G,2378.1425,2247.596134151847,-130.54636584815307,130.54636584815307
v1-old,solve,F-H,3038.4535,2920.736163496736,-117.71733650326405,117.71733650326405
v1-old,solve,G-H,1541.1845922961481,1606.6382554847842,65.45366318863603,65.45366318863603
v1-old,all1000,A-B,1744.9845,1893.993695258845,149.009195258845,149.009195258845
v1-old,all1000,A-C,3015.4195,2922.151764413115,-93.26773558688501,93.26773558688501
v1-old,all1000,A-D,2551.454,2425.40862200756,-126.04537799244008,126.04537799244008
v1-old,all1000,A-E,1911.445,1899.6408903263982,-11.804109673601715,11.804109673601715
v1-old,all1000,A-F,2713.7455,2599.7912918061825,-113.95420819381752,113.95420819381752
v1-old,all1000,A-G,3211.297,3240.195802066723,28.898802066722965,28.898802066722965
v1-old,all1000,A-H,2791.9805,2821.333735196039,29.353235196038895,29.353235196038895
v1-old,all1000,B-C,2414.0255,2443.9655848160864,29.940084816086255,29.940084816086255
v1-old,all1000,B-D,3115.5315,2963.0737589723503,-152.45774102764972,152.45774102764972
v1-old,all1000,B-E,2395.3345,2384.747850651585,-10.586649348414994,10.586649348414994
v1-old,all1000,B-F,1658.453,1616.0210353025866,-42.43196469741338,42.43196469741338
v1-old,all1000,B-G,2761.191,2777.149278760015,15.958278760015219,15.958278760015219
v1-old,all1000,B-H,3311.5365,3350.5175316740483,38.981031674048154,38.981031674048154
v1-old,all1000,C-D,1608.726,1450.04684579944,-158.6791542005601,158.6791542005601
v1-old,all1000,C-E,3236.5795,3274.4156566793326,37.83615667933282,37.83615667933282
v1-old,all1000,C-F,2849.5485,2784.8660311610106,-64.68246883898928,64.68246883898928
